name,unique_cycle_sum,unique_energy_sum,arith_meshX,arith_ins,mem0_ins,mem0_ent,mem1_ins,mem1_ent,mem2_ins,mem2_ent,mem3_ins,mem3_ent,mem4_ins,mem4_ent
arch_pe0.25_mac0.25_buf_0.5_0.5_0.5_0.5,56448,33456890.85,4,256,256,1,128,32,128,8192,64,512,1,32768
arch_pe0.25_mac0.25_buf_0.5_0.5_0.5_1,56448,30320479.2,4,256,256,1,128,32,128,8192,64,512,1,65536
arch_pe0.25_mac0.25_buf_0.5_0.5_0.5_2,56448,30319968.8,4,256,256,1,128,32,128,8192,64,512,1,131072
arch_pe0.25_mac0.25_buf_0.5_0.5_0.5_4,56448,30995294.23,4,256,256,1,128,32,128,8192,64,512,1,262144
arch_pe0.25_mac0.25_buf_0.5_0.5_1_0.5,56448,33677148.62,4,256,256,1,128,32,128,8192,64,1024,1,32768
arch_pe0.25_mac0.25_buf_0.5_0.5_1_1,56448,30004284.46,4,256,256,1,128,32,128,8192,64,1024,1,65536
arch_pe0.25_mac0.25_buf_0.5_0.5_1_2,56448,30416123.18,4,256,256,1,128,32,128,8192,64,1024,1,131072
arch_pe0.25_mac0.25_buf_0.5_0.5_1_4,56448,31091448.6,4,256,256,1,128,32,128,8192,64,1024,1,262144
arch_pe0.25_mac0.25_buf_0.5_0.5_2_0.5,56448,33284935.16,4,256,256,1,128,32,128,8192,64,2048,1,32768
arch_pe0.25_mac0.25_buf_0.5_0.5_2_1,56448,30653644.54,4,256,256,1,128,32,128,8192,64,2048,1,65536
arch_pe0.25_mac0.25_buf_0.5_0.5_2_2,56448,30609203.78,4,256,256,1,128,32,128,8192,64,2048,1,131072
arch_pe0.25_mac0.25_buf_0.5_0.5_2_4,56448,31284529.21,4,256,256,1,128,32,128,8192,64,2048,1,262144
arch_pe0.25_mac0.25_buf_0.5_0.5_4_0.5,56448,32519749.87,4,256,256,1,128,32,128,8192,64,4096,1,32768
arch_pe0.25_mac0.25_buf_0.5_0.5_4_1,56448,31110832.24,4,256,256,1,128,32,128,8192,64,4096,1,65536
arch_pe0.25_mac0.25_buf_0.5_0.5_4_2,56448,31552544.16,4,256,256,1,128,32,128,8192,64,4096,1,131072
arch_pe0.25_mac0.25_buf_0.5_0.5_4_4,56448,32293588.58,4,256,256,1,128,32,128,8192,64,4096,1,262144
arch_pe0.25_mac0.25_buf_0.5_1_0.5_0.5,56448,33931121.21,4,256,256,1,128,32,128,16384,64,512,1,32768
arch_pe0.25_mac0.25_buf_0.5_1_0.5_1,56448,30765070.15,4,256,256,1,128,32,128,16384,64,512,1,65536
arch_pe0.25_mac0.25_buf_0.5_1_0.5_2,56448,30794199.16,4,256,256,1,128,32,128,16384,64,512,1,131072
arch_pe0.25_mac0.25_buf_0.5_1_0.5_4,56448,32406731.58,4,256,256,1,128,32,128,16384,64,512,1,262144
arch_pe0.25_mac0.25_buf_0.5_1_1_0.5,56448,34151378.97,4,256,256,1,128,32,128,16384,64,1024,1,32768
arch_pe0.25_mac0.25_buf_0.5_1_1_1,56448,30434055.72,4,256,256,1,128,32,128,16384,64,1024,1,65536
arch_pe0.25_mac0.25_buf_0.5_1_1_2,56448,30765201.37,4,256,256,1,128,32,128,16384,64,1024,1,131072
arch_pe0.25_mac0.25_buf_0.5_1_1_4,56448,31565678.95,4,256,256,1,128,32,128,16384,64,1024,1,262144
arch_pe0.25_mac0.25_buf_0.5_1_2_0.5,56448,33522050.33,4,256,256,1,128,32,128,16384,64,2048,1,32768
arch_pe0.25_mac0.25_buf_0.5_1_2_1,56448,31098235.5,4,256,256,1,128,32,128,16384,64,2048,1,65536
arch_pe0.25_mac0.25_buf_0.5_1_2_2,56448,31083434.13,4,256,256,1,128,32,128,16384,64,2048,1,131072
arch_pe0.25_mac0.25_buf_0.5_1_2_4,56448,31758759.56,4,256,256,1,128,32,128,16384,64,2048,1,262144
arch_pe0.25_mac0.25_buf_0.5_1_4_0.5,56448,32756865.05,4,256,256,1,128,32,128,16384,64,4096,1,32768
arch_pe0.25_mac0.25_buf_0.5_1_4_1,56448,31555423.2,4,256,256,1,128,32,128,16384,64,4096,1,65536
arch_pe0.25_mac0.25_buf_0.5_1_4_2,56448,31997135.12,4,256,256,1,128,32,128,16384,64,4096,1,131072
arch_pe0.25_mac0.25_buf_0.5_1_4_4,56448,32767818.93,4,256,256,1,128,32,128,16384,64,4096,1,262144
arch_pe0.25_mac0.25_buf_0.5_2_0.5_0.5,56448,34879581.91,4,256,256,1,128,32,128,32768,64,512,1,32768
arch_pe0.25_mac0.25_buf_0.5_2_0.5_1,56448,31654252.06,4,256,256,1,128,32,128,32768,64,512,1,65536
